feature("LIMIT.BAL"),SEX,EDUCATION,MARRIAGE,AGE,DEFAULT_PAYMENT_NEXT_MONTH
160000,female,university,married,26,0
30000,male,university,single,39,0
260000,female,graduate,married,40,0
70000,male,university,single,41,1
240000,male,university,married,39,0
170000,female,university,married,43,0
30000,male,university,married,36,0
90000,male,highschool,single,32,0
250000,male,university,single,25,0
270000,female,university,single,25,0
130000,female,university,single,24,1
360000,male,graduate,married,43,0
490000,male,graduate,married,35,0
110000,female,university,married,31,0
100000,male,university,single,27,0
200000,male,highschool,married,28,0
50000,female,university,single,24,0
220000,male,university,single,30,0
360000,male,highschool,single,41,0
20000,female,university,married,51,0
70000,female,university,married,44,0
180000,female,university,single,29,0
50000,male,university,single,32,0
140000,female,graduate,single,28,0
220000,male,university,married,47,0
150000,female,university,single,50,0
30000,male,university,single,33,0
300000,female,university,married,32,0
420000,male,graduate,married,36,0
80000,female,university,single,30,0
100000,female,highschool,single,46,0
120000,female,university,single,25,1
230000,female,graduate,single,38,0
200000,female,university,married,28,0
200000,male,graduate,single,29,0
230000,male,highschool,married,30,0
200000,male,university,single,27,0
50000,male,highschool,married,65,1
220000,male,graduate,married,36,0
90000,male,highschool,single,27,1
500000,male,university,single,35,0
130000,female,graduate,single,29,0
210000,male,university,married,37,0
200000,female,graduate,single,30,0
20000,male,graduate,single,24,1
410000,female,graduate,married,38,1
290000,female,graduate,married,35,0
270000,female,university,single,26,0
90000,female,graduate,single,27,1
30000,female,graduate,single,27,0
360000,female,graduate,single,28,0
240000,male,graduate,married,30,0
180000,female,university,single,23,0
50000,female,university,married,24,0
50000,female,university,single,47,1
100000,male,university,single,30,0
50000,male,university,single,39,0
360000,male,graduate,married,48,0
550000,female,other,single,52,0
260000,female,university,married,39,1
500000,female,graduate,married,34,1
130000,male,graduate,single,27,0
30000,male,university,single,39,0
160000,female,graduate,single,40,0
420000,female,university,married,40,1
50000,female,highschool,married,22,0
30000,female,graduate,single,36,1
50000,female,university,single,32,0
160000,female,graduate,married,39,1
120000,female,university,single,26,0
50000,female,graduate,single,28,0
130000,male,university,single,42,0
150000,male,graduate,single,42,1
450000,male,graduate,married,48,1
150000,male,graduate,married,29,0
90000,female,university,single,53,0
130000,male,graduate,single,28,0
130000,male,university,single,30,0
390000,female,university,married,41,0
200000,male,university,single,29,1
300000,female,university,married,50,0
140000,female,university,married,42,0
200000,female,graduate,single,35,0
30000,male,university,single,30,0
30000,male,highschool,single,24,0
160000,female,graduate,single,37,0
210000,female,university,single,37,0
310000,female,university,single,51,0
400000,female,university,married,33,0
50000,female,highschool,married,35,1
80000,male,university,married,33,0
340000,female,graduate,single,33,0
140000,male,graduate,single,27,0
380000,male,graduate,married,39,1
50000,female,university,married,34,1
10000,male,university,single,35,0
30000,female,university,single,28,0
360000,female,graduate,married,50,1
150000,female,university,married,47,0
50000,male,graduate,single,23,0
120000,male,university,divorce,42,0
250000,female,graduate,single,35,0
20000,male,graduate,single,24,1
30000,female,graduate,married,30,1
260000,male,graduate,single,27,0
250000,female,graduate,single,30,0
260000,female,university,married,41,0
150000,female,university,married,35,0
160000,female,university,single,33,0
80000,male,university,single,30,0
500000,female,graduate,single,38,0
110000,female,university,single,29,0
100000,male,graduate,single,28,0
360000,female,graduate,married,35,0
330000,male,university,married,65,0
70000,female,highschool,married,32,0
140000,male,graduate,single,29,1
200000,male,graduate,single,31,0
50000,male,university,married,49,1
290000,male,graduate,married,56,0
30000,male,university,married,57,0
180000,female,graduate,single,31,0
30000,male,university,married,38,0
180000,female,graduate,married,47,0
240000,male,graduate,married,39,0
130000,female,other,married,27,0
230000,male,graduate,married,32,1
500000,male,graduate,single,43,1
360000,male,university,single,33,0
50000,male,university,single,23,1
200000,male,graduate,single,31,1
230000,male,highschool,married,45,0
70000,female,university,married,32,1
50000,male,university,single,29,1
500000,male,graduate,married,46,0
140000,male,university,married,28,1
140000,female,university,single,23,0
130000,male,university,single,32,1
160000,female,highschool,married,48,0
50000,female,highschool,single,58,0
20000,male,highschool,married,41,1
360000,female,university,married,42,0
160000,female,university,married,51,1
250000,female,graduate,married,37,0
130000,female,university,single,25,1
190000,male,graduate,single,36,1
180000,female,university,single,25,0
80000,male,university,single,43,0
240000,male,graduate,single,40,0
50000,male,university,single,35,0
160000,female,university,single,50,0
90000,female,university,married,49,0
310000,female,university,married,37,0
60000,male,graduate,single,27,0
240000,male,graduate,single,29,0
50000,female,university,single,24,0
150000,female,graduate,married,34,0
130000,female,university,married,44,0
20000,female,graduate,single,22,0
150000,male,graduate,married,40,0
240000,male,graduate,married,42,0
50000,male,highschool,married,45,0
50000,male,highschool,married,51,0
270000,male,graduate,married,51,1
20000,female,university,single,28,0
300000,female,university,married,33,0
390000,male,graduate,married,34,0
110000,female,graduate,married,37,0
90000,male,university,married,58,0
300000,female,university,married,30,0
450000,male,highschool,married,42,1
20000,male,university,single,30,1
500000,female,graduate,single,33,0
30000,female,university,single,46,0
50000,male,university,single,51,1
140000,female,university,single,26,0
10000,male,university,married,43,1
120000,female,university,single,37,0
30000,male,university,single,30,0
30000,female,university,married,22,0
20000,male,graduate,single,33,0
10000,male,highschool,single,36,0
110000,female,university,married,35,1
280000,female,graduate,married,29,0
500000,male,graduate,married,42,0
50000,female,highschool,married,46,1
230000,male,university,married,30,0
50000,male,university,married,53,0
120000,female,university,single,24,0
30000,male,university,single,26,0
330000,female,university,married,28,0
360000,male,university,married,30,0
40000,male,graduate,single,26,0
110000,female,graduate,single,29,1
40000,female,highschool,married,39,0
70000,female,university,married,30,0
100000,male,highschool,single,26,1
210000,female,university,married,50,0
360000,male,university,married,38,0
260000,male,university,single,27,0
200000,female,graduate,single,34,0
160000,male,graduate,married,43,1
420000,female,university,married,29,0
140000,female,graduate,single,28,1
180000,male,graduate,single,38,1
150000,female,highschool,married,39,0
30000,female,university,married,35,0
500000,male,graduate,single,34,0
240000,male,university,married,45,0
30000,male,graduate,single,22,0
80000,male,university,single,28,0
80000,male,university,single,34,0
310000,male,graduate,married,39,0
180000,female,graduate,single,33,0
60000,female,university,single,23,1
170000,female,university,single,33,0
180000,female,university,married,31,0
180000,male,university,married,28,1
350000,male,university,married,42,0
360000,male,university,married,36,0
140000,male,university,married,46,1
310000,female,highschool,single,30,0
30000,male,highschool,single,25,0
200000,male,graduate,single,32,1
120000,female,graduate,single,37,1
260000,male,graduate,married,45,0
60000,female,graduate,single,32,0
50000,male,university,single,24,0
80000,male,graduate,single,28,0
60000,male,graduate,married,46,0
200000,female,highschool,married,27,0
140000,female,graduate,single,28,0
30000,male,university,single,25,1
110000,female,university,married,34,0
90000,female,highschool,married,39,0
40000,female,graduate,single,27,0
110000,female,graduate,married,29,0
640000,female,graduate,single,30,0
20000,male,highschool,single,51,0
