ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT_NEXT_MONTH
3231,220000,female,university,married,48,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,28132,30362,31387,32559,35019,37422,2700,1534,1700,3000,3000,3000,y
3232,200000,female,university,married,29,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,70422,67991,56909,56841,51245,42268,3500,2472,1683,1755,1658,3579,n
3233,50000,female,high school,married,59,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,37201,27863,27712,28433,21449,20688,1503,1352,1073,1077,900,1000,n
3234,30000,female,university,married,26,2 month delay,2 month delay,2 month delay,2 month delay,2 month delay,2 month delay,30954,30670,29856,30584,27883,29334,2074,0,2304,0,2400,0,n
3235,200000,female,university,married,33,1 month delay,no consumption,no consumption,no consumption,no consumption,no consumption,0,0,0,0,0,0,0,0,0,0,0,0,n
3236,400000,female,high school,married,50,2 month delay,pay duly,pay duly,pay duly,pay duly,no consumption,5523,8033,0,550,0,0,8037,0,550,0,0,0,y
3237,120000,female,graduate school,married,41,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,118847,113190,114113,111593,112533,111672,5000,6000,5000,5000,5000,5000,n
3238,60000,female,university,married,38,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,45972,49874,47329,35587,36193,29978,5000,5000,5000,5000,5000,15000,n
3239,150000,female,graduate school,single,25,pay duly,pay duly,use of revolving credit,use of revolving credit,use of revolving credit,pay duly,3167,13680,12848,8445,6868,1310,13879,4000,0,0,1310,0,n
3240,240000,female,university,married,44,no consumption,pay duly,pay duly,2 month delay,2 month delay,3 month delay,16925,1411,1696,1437,2714,2202,1411,1200,0,1479,0,0,n
3241,130000,male,university,single,29,pay duly,pay duly,no consumption,no consumption,no consumption,no consumption,3594,0,0,0,0,0,0,0,0,0,0,0,n
3242,200000,male,high school,married,40,2 month delay,use of revolving credit,use of revolving credit,2 month delay,2 month delay,2 month delay,91368,92989,99704,101169,103401,109831,4000,8300,4000,4000,8300,0,y
3243,240000,female,university,married,56,2 month delay,2 month delay,no consumption,no consumption,no consumption,no consumption,2500,0,0,0,0,0,0,0,0,0,0,0,y
3244,30000,female,graduate school,single,22,pay duly,pay duly,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,14885,16579,17498,25032,25626,27191,1939,1500,8213,1000,2000,3200,y
3245,50000,female,university,married,26,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,44335,44626,40928,29367,29156,27337,2126,2104,990,1200,1654,897,n
3246,30000,male,university,single,26,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,2 month delay,2 month delay,13660,14708,17725,20320,19480,19222,1269,3286,2881,1,632,1,n
3247,310000,male,graduate school,married,33,no consumption,no consumption,no consumption,no consumption,no consumption,no consumption,0,0,0,0,0,0,0,0,0,0,0,0,n
3248,120000,female,university,single,28,2 month delay,2 month delay,2 month delay,2 month delay,use of revolving credit,use of revolving credit,111840,114252,115306,112404,114269,116332,5300,3600,0,3400,3500,4494,y
3249,290000,female,university,married,34,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,16196,17220,18231,18593,18986,19967,1292,1303,665,692,1300,636,n
3250,50000,male,university,single,45,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,45911,47521,48599,7476,7792,4122,2350,2421,298,468,1649,1500,n
3251,130000,female,graduate school,single,27,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,86883,99516,77188,78304,79941,81648,40000,3400,3000,3052,3190,3300,n
3252,50000,male,other,married,30,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,47311,44136,17865,6431,6939,4509,2900,1035,500,508,410,0,n
3253,210000,female,university,married,33,pay duly,pay duly,pay duly,no consumption,pay duly,pay duly,98,1090,0,0,580,500,1120,0,0,580,500,0,n
3254,50000,male,high school,married,47,1 month delay,3 month delay,2 month delay,use of revolving credit,use of revolving credit,pay duly,4759,4540,4284,2946,1473,1473,0,0,0,0,1473,1473,y
3255,10000,female,university,single,40,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,6160,6787,7377,7127,6931,6660,1123,1103,243,296,280,16,n
3256,10000,male,high school,single,22,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,5757,6706,7715,7873,8742,9551,1200,1128,286,1000,955,0,n
3257,80000,female,university,single,24,2 month delay,2 month delay,3 month delay,2 month delay,3 month delay,2 month delay,75444,80025,78129,82581,81053,79133,6400,0,6300,0,0,5000,y
3258,360000,male,university,married,65,1 month delay,no consumption,no consumption,no consumption,no consumption,no consumption,0,0,0,0,0,0,0,0,0,0,0,0,y
3259,530000,male,graduate school,single,32,no consumption,no consumption,pay duly,use of revolving credit,use of revolving credit,use of revolving credit,12451,24095,15688,24511,12144,34963,24120,15791,12808,8090,34110,90231,n
3260,20000,male,university,single,46,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,20376,19927,19907,19349,17484,-1216,2000,1500,607,1360,1300,20538,n
3261,170000,male,university,married,42,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,131629,131374,129544,131937,132958,134525,5300,5100,5000,4700,5000,4800,n
3262,220000,female,university,married,33,pay duly,pay duly,pay duly,pay duly,pay duly,2 month delay,16090,4991,-1350,18150,350,200,4991,0,20000,350,0,16115,n
3263,180000,male,high school,married,40,pay duly,pay duly,pay duly,use of revolving credit,pay duly,pay duly,991,991,1316,325,1657,325,991,1316,0,1657,325,325,n
3264,440000,female,graduate school,married,37,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,5302,13333,686,-414,2736,12586,13333,1383,0,3150,13000,5500,n
3265,20000,male,university,married,62,2 month delay,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,17870,18740,19343,19402,11731,0,1462,1367,682,627,0,0,y
3266,400000,female,university,single,39,1 month delay,no consumption,no consumption,no consumption,no consumption,no consumption,0,0,0,0,0,0,0,0,0,0,0,0,y
3267,130000,male,university,single,27,use of revolving credit,use of revolving credit,use of revolving credit,no consumption,no consumption,no consumption,44826,40650,0,0,0,0,1092,0,0,0,0,0,n
3268,420000,male,graduate school,single,29,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,194505,144086,144169,122453,120509,119783,5479,5502,4193,5006,4503,4003,n
3269,80000,female,university,married,34,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,pay duly,use of revolving credit,78688,80539,76681,34197,27398,28646,4000,2333,3032,28298,2000,2000,n
3270,20000,female,university,married,45,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,no consumption,18569,40278,18760,18662,0,0,2500,3000,1000,0,0,0,n
3271,320000,female,university,single,29,1 month delay,2 month delay,use of revolving credit,use of revolving credit,3 month delay,2 month delay,93070,90725,92697,106221,104313,103251,0,3500,15100,11,3129,11,y
3272,160000,male,graduate school,married,40,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,27563,28350,25186,36100,21707,7928,5002,5000,14400,10000,4000,0,n
3273,50000,female,university,single,23,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,2 month delay,48725,51175,50115,33814,34423,31988,4987,1661,2000,3000,0,3213,n
3274,50000,male,university,single,35,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,pay duly,pay duly,14536,10827,9594,7309,1277,3310,2000,2000,2000,1277,3294,0,n
3275,70000,female,university,married,43,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,71037,71880,71927,71370,71003,71411,3352,3400,2900,2900,2900,2558,n
3276,20000,male,high school,single,59,1 month delay,2 month delay,2 month delay,4 month delay,3 month delay,2 month delay,19074,18482,20329,19616,19303,1013,0,2300,0,0,0,2821,y
3277,160000,female,university,single,24,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,157389,158475,162309,162462,160085,158236,6800,6500,6000,6200,6200,6000,n
3278,130000,female,graduate school,single,33,1 month delay,no consumption,no consumption,no consumption,no consumption,no consumption,0,0,0,0,0,0,0,0,0,0,0,0,y
3279,20000,female,graduate school,single,23,use of revolving credit,use of revolving credit,3 month delay,2 month delay,2 month delay,use of revolving credit,16918,20627,19985,19702,18395,18763,4000,1,651,0,655,653,n
3280,170000,female,university,married,48,no consumption,no consumption,pay duly,pay duly,pay duly,pay duly,18727,64028,107946,13608,110667,6878,66513,108323,13608,112876,3998,1118,n
3281,300000,female,graduate school,single,39,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,729,0,236,766,227,0,0,236,800,227,0,0,n
3282,160000,female,graduate school,single,31,pay duly,pay duly,pay duly,pay duly,no consumption,no consumption,1672,4411,500,0,0,0,4411,504,0,0,0,0,n
3283,110000,female,high school,married,52,1 month delay,no consumption,pay duly,pay duly,no consumption,no consumption,0,0,1000,0,0,0,0,1000,0,0,0,0,n
3284,230000,female,graduate school,single,27,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,92167,92799,94328,96203,98474,98835,3340,3401,3420,3797,3476,2818,n
3285,60000,female,university,single,21,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,40969,32724,24975,25475,26010,26183,1859,1410,910,939,1000,1000,n
3286,280000,male,graduate school,married,35,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,2 month delay,use of revolving credit,146368,244092,210226,177595,153181,145852,101585,90762,50119,282,50436,54184,n
3287,180000,female,graduate school,single,47,1 month delay,no consumption,pay duly,pay duly,no consumption,pay duly,-6,-6,1251,0,0,679,0,1257,0,0,679,421,n
3288,30000,female,graduate school,married,30,2 month delay,2 month delay,2 month delay,3 month delay,2 month delay,2 month delay,12109,12917,13909,13394,13036,15019,1300,1500,0,0,2200,0,y
3289,50000,female,university,single,28,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,use of revolving credit,48010,40668,30361,22266,18469,21551,5000,2000,5000,6560,10000,13694,n
3290,270000,female,university,married,41,pay duly,2 month delay,pay duly,use of revolving credit,pay duly,pay duly,832,416,832,416,566,416,0,832,0,566,416,416,n
3291,80000,female,university,single,24,pay duly,pay duly,no consumption,no consumption,no consumption,no consumption,2346,0,0,0,0,0,0,0,0,0,0,0,y
3292,120000,male,graduate school,single,31,2 month delay,use of revolving credit,use of revolving credit,2 month delay,use of revolving credit,use of revolving credit,25719,29961,32451,31630,34115,36551,5000,3000,0,3000,3000,4000,y
3293,120000,male,high school,married,53,pay duly,pay duly,pay duly,pay duly,pay duly,pay duly,291,291,0,582,291,0,291,0,582,291,0,582,n
