"X","ID","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default.payment.next.month","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6"
4106,4106,90000,"female","university","single",23,803,16983,18644,12718,12984,13247,16983,2000,500,424,431,1000,0,"pay_duly","pay_duly","use_revolv_credit","use_revolv_credit",NA,"use_revolv_credit"
4107,NA,420000,"female","graduate","married",40,1794,7748,2950,NA,23711,63784,7786,2965,18048,23831,NA,30731,0,"no_util","no_util","no_util","no_util","no_util","no_util"
4108,4108,290000,"male","graduate",NA,63,183800,187658,NA,NA,207180,211614,6820,8500,7020,15000,8000,NA,1,"use_revolv_credit","use_revolv_credit",NA,"use_revolv_credit","use_revolv_credit","2_month_delay"
4109,4109,390000,NA,"graduate","single",29,43062,47142,46088,47016,48332,62205,5100,0,2000,2071,15000,2300,0,"use_revolv_credit",NA,"2_month_delay","use_revolv_credit","use_revolv_credit","use_revolv_credit"
NA,4110,230000,"male","graduate","single",NA,489,0,1257,0,1169,641,NA,1257,0,1169,641,0,NA,"no_util","no_util","no_util","no_util","no_util","no_util"
4111,4111,90000,"female","university","married",29,13770,14024,NA,4173,4408,5846,1522,3010,1500,1500,1500,2000,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
4112,4112,280000,"female","university","married",45,0,0,3288,NA,0,0,0,3288,0,0,0,2942,0,"1_month_delay","no_util","pay_duly","pay_duly","no_util","no_util"
NA,4113,280000,NA,"graduate","single",28,21670,NA,15288,NA,19616,5191,15846,15364,9948,19693,5216,488,0,"no_util","no_util","no_util",NA,"no_util","no_util"
4114,NA,30000,"female","highschool","married",25,0,20249,3765,29393,26408,NA,20657,1000,26408,NA,1653,823,0,"no_util",NA,"use_revolv_credit","use_revolv_credit","2_month_delay","use_revolv_credit"
4115,4115,20000,"male","university",NA,38,18596,19245,NA,14999,15121,19283,1342,1231,524,741,NA,1000,NA,"pay_duly","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
4116,4116,180000,"female","graduate","married",43,36484,24049,89271,1946,11859,506,24049,91272,162,11859,506,1304,NA,"pay_duly","pay_duly","pay_duly","use_revolv_credit","pay_duly","pay_duly"
4117,4117,70000,"female","highschool","single",26,7139,8361,10030,11578,NA,12302,1500,2000,2000,2000,1000,2000,1,"use_revolv_credit","use_revolv_credit",NA,"use_revolv_credit","use_revolv_credit",NA
NA,4118,230000,"female","university","married",NA,2007,3220,6163,2765,2050,1197,3229,6191,2782,2055,1200,1710,0,"pay_duly",NA,"pay_duly","pay_duly","pay_duly","pay_duly"
4119,4119,50000,"male","university","single",36,17003,18157,17301,16486,17681,17825,3000,1000,1000,2000,1000,NA,0,"use_revolv_credit","use_revolv_credit","2_month_delay","use_revolv_credit",NA,"use_revolv_credit"
4120,4120,250000,"male","university","married",47,10735,19147,4192,5947,5453,0,19269,4192,NA,5453,0,0,0,"pay_duly","pay_duly","pay_duly","pay_duly","pay_duly","pay_duly"
4121,4121,140000,"male","graduate","married",47,109259,108015,107209,106353,100653,99546,5400,5211,4000,NA,4000,3600,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
4122,4122,140000,"female","university","married",41,43616,NA,45661,50880,49934,51106,2100,2000,6000,0,2000,4200,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","2_month_delay","use_revolv_credit"
4123,4123,130000,"female","graduate","single",25,1088,1521,6042,1085,947,495,1521,6044,1619,947,495,0,0,"pay_duly","pay_duly","pay_duly","pay_duly","pay_duly","pay_duly"
4124,4124,120000,"female",NA,"married",40,73900,0,0,3663,3663,0,0,0,NA,0,0,0,0,"no_util","no_util","no_util","pay_duly","use_revolv_credit","use_revolv_credit"
4125,4125,60000,"female","university","single",43,44193,43205,47476,54735,53584,54703,0,5000,8100,0,2150,0,NA,"1_month_delay",NA,"use_revolv_credit","use_revolv_credit","3_month_delay","2_month_delay"
4126,4126,NA,"female","highschool","single",32,77385,79038,80899,79387,81593,80254,2900,3200,3000,3500,NA,NA,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
4127,4127,NA,"female","graduate","married",41,4420,16829,4745,2430,7792,NA,16920,4774,2442,7829,33361,1076,NA,NA,"pay_duly","pay_duly","pay_duly","pay_duly","pay_duly"
4128,4128,NA,"male","highschool","married",32,NA,47973,48990,49261,0,0,2000,2005,1745,0,0,0,1,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","no_util"
4129,4129,270000,"female","graduate","single",33,12091,0,NA,338,0,NA,0,6743,338,0,432,3042,0,"no_util","no_util","no_util","no_util","no_util","no_util"
4130,4130,170000,NA,"graduate","married",52,2939,5447,416,7509,6387,1516,3000,5,7509,6387,1666,3023,0,"pay_duly","pay_duly","2_month_delay","pay_duly","pay_duly","pay_duly"
4131,NA,50000,NA,"university","married",51,42462,43684,42256,6501,6638,7027,1928,1200,300,242,500,500,1,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
4132,4132,NA,"female",NA,"married",29,123436,127873,129832,133273,139818,65649,7000,6000,6000,10000,30000,3044,NA,NA,"use_revolv_credit",NA,"use_revolv_credit","use_revolv_credit","use_revolv_credit"
NA,4133,390000,"female","graduate","single",26,5044,1248,199466,200701,210885,213137,1248,NA,6195,30000,8000,8000,0,"no_util","pay_duly",NA,"use_revolv_credit",NA,"use_revolv_credit"
4134,NA,200000,"female","university","married",39,151955,158956,149765,131741,134488,137240,9201,5000,4500,4600,4700,5319,1,"use_revolv_credit",NA,"2_month_delay","use_revolv_credit","use_revolv_credit",NA
4135,4135,500000,"female","university","married",NA,174725,178556,182274,185523,183530,NA,6630,6831,6500,6500,6500,5900,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
4136,4136,30000,NA,"graduate","single",25,14190,12900,NA,5584,5268,4112,0,2046,0,0,0,915,1,"3_month_delay","2_month_delay","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
4137,4137,NA,"female",NA,"single",33,30627,3693,6696,2461,4192,4378,4008,NA,NA,4192,4378,71100,0,"pay_duly",NA,"pay_duly","pay_duly","pay_duly","pay_duly"
4138,4138,50000,"male","university",NA,25,11014,11092,692,1184,24119,24027,1402,694,1186,34029,1002,1023,0,"use_revolv_credit","use_revolv_credit","pay_duly","pay_duly","pay_duly","use_revolv_credit"
4139,4139,50000,"female","graduate","single",26,NA,NA,47528,48525,45790,46764,1797,2113,NA,1742,1817,2000,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
4140,4140,220000,NA,"graduate","single",NA,115294,117945,130365,126780,129570,133553,6000,16000,0,5000,6300,3000,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","2_month_delay","use_revolv_credit",NA
4141,4141,30000,"female","university","single",33,29965,28048,29775,27736,NA,28142,2000,3000,3000,2000,2000,2000,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
4142,4142,50000,"female","highschool","married",42,34542,30557,29577,29529,28276,28768,1000,1000,1000,1000,1000,1000,0,"3_month_delay","2_month_delay","2_month_delay","use_revolv_credit","use_revolv_credit","use_revolv_credit"
4143,4143,NA,"male","university","married",31,NA,48872,49429,49144,50032,50519,2138,NA,1711,1771,1900,3510,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
4144,4144,30000,"female","university","single",24,28510,28481,28045,27259,0,0,2000,1200,0,0,0,0,1,"2_month_delay",NA,"use_revolv_credit","use_revolv_credit",NA,"no_util"
4145,4145,200000,"female","graduate","single",42,660,1320,NA,NA,1320,1710,1320,0,1320,1320,1710,27077,1,"pay_duly","pay_duly","2_month_delay","pay_duly","pay_duly","pay_duly"
4146,4146,50000,"female","university","married",46,43244,42276,45235,45816,44970,47649,0,NA,1600,0,3400,0,1,"1_month_delay","2_month_delay","2_month_delay","2_month_delay","2_month_delay","2_month_delay"
4147,NA,80000,"female","university","single",26,47788,45221,46830,48429,52142,56060,4000,3000,3000,5000,5000,5000,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
4148,4148,20000,"male","highschool","married",26,10135,11926,11448,10970,11636,12442,2100,0,0,1000,1000,0,NA,"3_month_delay","2_month_delay","3_month_delay","2_month_delay","use_revolv_credit","use_revolv_credit"
4149,NA,70000,"female","university","married",44,68687,69531,71271,70712,50793,50605,2545,2918,6329,1996,1977,1975,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
4150,4150,130000,"male","highschool","married",44,15722,0,0,NA,0,0,0,0,0,0,0,0,0,NA,"use_revolv_credit","no_util","no_util","no_util","no_util"
4151,4151,200000,"male","highschool","married",34,192910,199344,186878,140743,NA,121623,10000,NA,6000,10000,10000,5000,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
4152,4152,320000,"female",NA,"married",34,NA,2612,1265,3031,13001,8807,2617,1265,3031,13001,8807,4003,0,"no_util","no_util","no_util",NA,"no_util","no_util"
NA,4153,170000,"female","graduate","single",27,61785,17848,14000,124208,122955,116191,3848,4000,124208,5000,NA,5000,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","pay_duly","use_revolv_credit","use_revolv_credit"
4154,4154,280000,"female",NA,"single",30,8527,13219,10132,29142,20644,1647,13244,10157,29187,20669,3003,3250,0,"pay_duly","pay_duly","pay_duly","pay_duly","pay_duly","pay_duly"
4155,4155,10000,"female","university",NA,34,8014,9170,NA,NA,0,0,1300,1000,NA,0,0,0,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","no_util"
4156,4156,200000,"male","graduate","married",35,204441,198879,202466,NA,169799,171981,0,8555,10000,6500,NA,6000,0,"1_month_delay","2_month_delay","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
4157,4157,70000,"male","university","single",27,63298,65785,65353,84184,47686,49276,4100,2400,2500,1800,2400,4800,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
4158,4158,230000,"female","graduate","single",45,204625,205816,205294,194263,212257,206084,15006,15026,15000,20000,15030,15030,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit",NA,"use_revolv_credit"
4159,4159,150000,"female",NA,NA,40,800,2400,0,0,1000,0,NA,NA,0,1000,0,0,0,"pay_duly","pay_duly","pay_duly","no_util",NA,"pay_duly"
4160,NA,320000,"female","graduate","married",NA,95322,NA,97996,27996,1712,-216,5000,2000,2000,2000,0,10000,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","pay_duly","pay_duly"
4161,4161,50000,"male","graduate","single",25,35906,37038,38151,37264,36396,35659,2000,2000,0,0,0,3001,NA,"4_month_delay",NA,"4_month_delay",NA,"3_month_delay","2_month_delay"
4162,4162,200000,"female","university",NA,44,2667,2478,NA,6216,5258,7002,NA,4000,14,2000,2000,2000,1,"1_month_delay","2_month_delay","2_month_delay","2_month_delay","use_revolv_credit",NA
4163,4163,200000,"male",NA,"married",39,326,NA,326,326,326,326,326,326,326,326,326,326,1,"pay_duly","pay_duly","pay_duly","pay_duly","pay_duly","pay_duly"
4164,4164,160000,"female","university",NA,29,2248,-2,4903,5525,-10,-10,0,4905,5525,10,0,NA,0,"pay_duly","pay_duly","pay_duly","pay_duly","pay_duly","no_util"
4165,4165,380000,"male",NA,"single",42,1837,4791,6697,2700,1218,1533,3000,2000,0,1218,700,500,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","2_month_delay","pay_duly","use_revolv_credit"
4166,4166,50000,"male","university","married",51,11583,16051,25725,25017,34385,33248,5000,10000,0,10000,0,10000,1,NA,NA,"use_revolv_credit","2_month_delay","2_month_delay","6_month_delay"
4167,4167,500000,NA,"university",NA,51,8864,1462,NA,45391,1460,580,1462,18661,45402,1460,580,NA,0,"no_util",NA,NA,"no_util","no_util","no_util"
4168,4168,150000,"male","highschool","married",34,NA,39879,40589,41551,42420,43105,2000,1674,1636,1690,1544,1751,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
4169,4169,90000,"male","university","single",33,56291,NA,60412,61710,63020,64274,3000,3000,2300,NA,2300,2379,1,"use_revolv_credit","use_revolv_credit",NA,"use_revolv_credit","use_revolv_credit","use_revolv_credit"
4170,4170,60000,"male","university","divorce",46,24677,26963,28210,27473,29176,28242,3000,2000,0,2289,0,1500,1,"use_revolv_credit","use_revolv_credit","2_month_delay","2_month_delay","2_month_delay","2_month_delay"
4171,4171,140000,"male","graduate","single",27,13497,15680,3400,3218,16478,NA,15688,4000,NA,17000,4500,4448,0,"pay_duly","pay_duly",NA,"pay_duly","pay_duly","pay_duly"
4172,4172,220000,NA,"graduate","single",40,13654,NA,23031,7229,3942,2132,12312,23031,7234,3942,2132,5809,0,"pay_duly","pay_duly","pay_duly","pay_duly","pay_duly","pay_duly"
4173,4173,NA,"male","highschool","single",41,262138,242290,221480,201670,181345,160000,10027,8517,7020,6821,6027,5010,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
4174,4174,200000,"male","university","married",48,NA,0,0,0,0,NA,0,0,0,0,0,0,0,"use_revolv_credit","use_revolv_credit","no_util","no_util","no_util","no_util"
4175,4175,140000,"female","graduate","single",34,30996,33690,33430,32768,29701,24377,3200,1500,1800,2000,2000,1000,1,"use_revolv_credit","use_revolv_credit","2_month_delay","use_revolv_credit",NA,"use_revolv_credit"
4176,4176,290000,"female","graduate","married",46,6615,NA,10336,15127,19685,29275,2000,2000,5000,5000,NA,5000,1,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
4177,4177,260000,"male","graduate","single",34,87281,96870,115398,146597,159844,145729,15000,20084,50029,NA,15147,12025,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit",NA
4178,4178,60000,"female","graduate",NA,27,61015,58160,51237,NA,28972,29444,3016,5011,1005,1000,14000,3104,0,NA,"use_revolv_credit",NA,NA,"use_revolv_credit","use_revolv_credit"
4179,4179,280000,"male","graduate","single",31,12740,17239,NA,16185,8962,8756,NA,14575,NA,9007,8800,20947,0,"pay_duly","pay_duly","pay_duly","pay_duly","pay_duly","pay_duly"
4180,NA,NA,"female","highschool","married",40,69569,71437,71464,72299,50967,51153,3366,2400,NA,1985,2422,1407,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
4181,4181,80000,"female","highschool","married",50,6627,9503,11966,14493,20328,23506,3000,3000,3000,8000,3506,3000,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit",NA
4182,4182,150000,NA,"graduate","single",33,74033,237,1420,NA,NA,1128,237,1426,1141,1067,1200,1150,0,"use_revolv_credit","pay_duly","pay_duly","pay_duly","pay_duly","pay_duly"
4183,4183,80000,"male","university","single",28,49302,35916,NA,26034,26615,28173,1412,1425,NA,1000,2000,2000,NA,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
4184,4184,480000,"female","university","married",45,NA,22308,6070,5924,547,1308,22313,6083,5924,547,1308,1480,NA,"pay_duly","pay_duly","pay_duly","pay_duly","pay_duly","pay_duly"
4185,NA,350000,"female","university","married",34,23589,22585,23263,23755,NA,25016,0,1700,1500,1000,2000,1500,0,"1_month_delay","2_month_delay","use_revolv_credit","use_revolv_credit","use_revolv_credit",NA
4186,4186,230000,"male","graduate","single",30,0,0,0,0,625,514,0,0,0,625,514,3,0,"1_month_delay","no_util","no_util","no_util","pay_duly","pay_duly"
4187,4187,180000,"male","highschool","single",46,109114,71952,16765,14611,16209,25653,2835,1500,1000,2000,10000,NA,0,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
4188,4188,50000,"male","university","married",32,50764,NA,49564,21002,20230,19462,2200,1500,NA,2000,1700,2000,1,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
4189,4189,310000,"female","university","married",43,266629,270414,264482,280240,285805,272059,9500,0,20000,10000,0,NA,1,"1_month_delay","2_month_delay","2_month_delay","2_month_delay","2_month_delay","2_month_delay"
4190,4190,10000,"male","graduate","married",41,6859,NA,9451,9169,10056,8559,3000,0,0,1002,0,500,0,"use_revolv_credit","use_revolv_credit","3_month_delay","2_month_delay","2_month_delay","2_month_delay"
4191,4191,280000,NA,"graduate","single",25,NA,7402,7701,8951,NA,8790,3011,3007,3019,NA,3044,93462,NA,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
4192,4192,50000,"male","university","single",52,50557,49214,50156,20186,17966,NA,2283,2225,1008,757,2601,700,1,"use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit","use_revolv_credit"
4193,4193,50000,"female","university","single",51,10728,NA,13247,12737,13732,13362,1504,2000,0,1200,0,494,1,"2_month_delay","use_revolv_credit","use_revolv_credit","2_month_delay","2_month_delay","2_month_delay"
4194,4194,10000,"female","graduate","single",22,NA,NA,7800,8672,8388,9248,0,0,1000,0,1000,0,0,"1_month_delay","3_month_delay","2_month_delay","2_month_delay","2_month_delay","2_month_delay"
4195,4195,290000,"male","graduate","married",NA,294475,295310,290951,NA,241778,236917,NA,11212,8503,9047,9003,10014,0,NA,"use_revolv_credit","use_revolv_credit","use_revolv_credit",NA,"use_revolv_credit"
4196,4196,240000,"male","graduate","single",33,NA,0,0,NA,0,41300,0,0,0,0,NA,868,0,"1_month_delay","no_util","no_util","no_util","no_util","pay_duly"
